cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude,id,worktype_grouped
805898.764,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль,     вулицяКиївська, 14 14  ",49.5619692,25.6399758,240,Ремонт будинків
935139.55,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяКиївська 16",49.5614463,25.6410157,241,Ремонт будинків
1055844.02,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяСлівенська 11",49.5468323,25.6192821,242,Ремонт будинків
567435.92,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Фабрична 7",49.5655345,25.6100049,243,Ремонт будинків
990094.82,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЧалдаєва 15",49.5611922,25.6287968,244,Ремонт будинків
790672.88,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЧалдаєва 2",49.5594746,25.6285036,245,Ремонт будинків
1076468.48,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль,     провулокпровулок Дівочий, 5 5  ",49.5475325,25.6087289,246,Ремонт будинків
1228610.5,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, проспект Злуки 1",49.5628624,25.6123968,247,Ремонт будинків
752750.04,Ремонт прибуд. території,,"ТОВ ""Техно-Буд-Центр""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМиру 11а",49.5433048,25.5821452,248,Ремонт будинків
608750.04,Ремонт прибуд. території,,"ТОВ ""Техно-Буд-Центр""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМиру 11",49.5444462,25.5820583,249,Ремонт будинків
606760.58,Ремонт прибуд. території,,"ТОВ ""Техно-Буд-Центр""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМиру 12",49.5443777,25.5827285,250,Ремонт будинків
427836.2,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяКарпенка 21",49.5426267,25.5818656,251,Ремонт будинків
676703,Ремонт прибуд. території,,ПП Мазурик В.Р.,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяН. Світ 91",49.5663654,25.5868318,252,Ремонт будинків
474275.76,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, проспектЗлуки 33",49.558038,25.6321749,253,Ремонт будинків
220077.72,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЛесі Українки 15",49.5446967,25.6233616,254,Ремонт будинків
457183.75,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяПротасевича 22",49.5368949,25.6300831,255,Ремонт будинків
901990.01,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, бульварП.Куліша 10",49.5651226,25.6441776,256,Ремонт будинків
1021787.74,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяСимоненка 16",49.5683917,25.6438817,257,Ремонт будинків
370246.45,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяСимоненка 18",49.568363,25.6473597,258,Ремонт будинків
650370.65,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Симоненка",49.568386,25.6442789,259,Ремонт будинків
954825.3,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЧалдаєва 20",49.5605921,25.6295461,260,Ремонт будинків
455945.7,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяТролейбусна 2а",49.5478338,25.5510886,261,Ремонт будинків
1104719.67,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЛ. Курбаса 2",49.5730297,25.6399936,262,Ремонт будинків
576405.37,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМазепи 2",49.5515136,25.5717924,263,Ремонт будинків
788513.1,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Карпенка 12",49.5412725,25.5807586,264,Ремонт будинків
764548.25,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Князя Острозького 62",49.5446475,25.6015555,265,Ремонт будинків
