id,cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude
164,811979.27,Ремонт прибуд. території,,Спецбуд,Ремонт прибуд. території,2015,"Україна, Тернопіль, проспектЗлуки 35",49.5599361,25.6243087
165,781060.26,Ремонт прибуд. території,,Спецбуд,Ремонт прибуд. території,2015,"Україна, Тернопіль, проспектЗлуки 37",49.5595996,25.6254606
166,1009990.11,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяЛесі Українки 17",49.5449101,25.6242564
167,351566.25,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль,     вулицяО.Довженка, 5 5  ",49.5431721,25.6243214
168,892448.01,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяЧалдаєва 8",49.5602311,25.6303394
169,749637.19,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяСимоненка 2",49.5681314,25.642974
170,768003.25,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяКиївська 10",49.5629272,25.6376388
171,594799.14,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяСимоненка 3",49.5690883,25.6425279
172,985242.52,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2015,"Україна, Тернопіль, бульварП.Куліша 10",49.5651226,25.6441776
173,471054.85,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяФабрична 3",49.5650385,25.6085947
174,578790.86,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяФабрична 5",49.5651376,25.6093443
175,877159.81,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяГалицька 34",49.5590606,25.60482
176,598244.16,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, бульварДмитра Вишневецького 3",49.5696593,25.6453294
177,280313.6,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, бульварДмитра Вишневецького 5",49.5701684382,25.6459414959
178,387490.06,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, бульварДмитра Вишнівецького 7",49.5709684,25.6392629
179,939600.01,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулиця15 Квітня 6",49.5579921,25.6434717
180,813209.7,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяЗа Рудкою 1",49.5586834,25.5929304
181,776457.56,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяС.Петлюри 7",49.5582881281,25.6449007988
182,149807.92,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяЧалдаєва 10",49.560524,25.6308993
183,654680.6,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяБ.Лепкого 9",49.5619242,25.6346903
184,547165.93,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяТролейбусна 2а",49.5476643857,25.5504333973
185,562511.26,Ремонт прибуд. території,,КП МШРБ,Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяЛепкого 8",49.5614184,25.6356559
186,432418.82,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулицяЛеся Курбаса 2",49.5730297,25.6399936
187,253867.38,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2015,"Україна, Тернопіль, вулиця Миру 4а",49.546835,25.5732351
189,149237.61,Ремонт покрівель,,"ТОВ ""Газ-Пласт-Буд""",Ремонт покрівель,2015,"Україна, Тернопіль, вулицяМ.Грушевського 1",49.5535188,25.5940795
190,388864.28,Ремонт покрівель,,ПП Кульба,Ремонт покрівель,2015,"Україна, Тернопіль, вулицяГетьмана Сагайдачного 13",49.5525729,25.5922337
191,557667.3,Ремонт покрівель,,"ТОВ ""Світлоцентр""",Ремонт покрівель,2015,"Україна, Тернопіль, вулицяЗбаразька 31",49.5614598,25.6049677
192,166477.26,Ремонт покрівель,,ФОП Зіньчук П.В.,Ремонт покрівель,2015,"Україна, Тернопіль, проспектСтепана Бандери 100",49.5464720981,25.6309747696
193,45903.44,Ремонт покрівель,,"ПП""Східний масив""",Ремонт покрівель,2015,"Україна, Тернопіль, проспектСтепана Бандери 96",49.5473942,25.6324468
194,292596.85,Ремонт покрівель,,ПП Рудніцький А.М.,Ремонт покрівель,2015,"Україна, Тернопіль,     вулицяУ.Самчука, 31 ",49.5568105,25.6164821
195,11309.01,Ремонт покрівель,,ПП Рудніцький А.М.,Ремонт покрівель,2015,"Україна, Тернопіль, вулицяЧалдаєва 7",49.5606593,25.6274535
196,171783.81,Ремонт покрівель,,ПП Рудніцький А.М.,Ремонт покрівель,2015,"Україна, Тернопіль,     вулицяЄ.Коновальця, 12 ",49.5563584,25.6246848
197,279890.68,Ремонт покрівель,,ПП Рудніцький А.М.,Ремонт покрівель,2015,"Україна, Тернопіль, вулицяБ. Лепкого 14",49.5641626267,25.6361460686
198,56378.3,Ремонт покрівель,,ПП Рудніцький А.М.,Ремонт покрівель,2015,"Україна, Тернопіль, вулицяГалицька 52",49.558414,25.617794
199,215903.94,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2015,"Україна, Тернопіль, вулицяД.Лукяновича 2",49.5733922,25.5899146
200,102861.64,Ремонт покрівель,,ПП Куьба Б.В.,Ремонт покрівель,2015,"Україна, Тернопіль, вулицяНовий Світ 36",49.5667347673,25.5906102061
201,199919.16,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2015,"Україна, Тернопіль,     вулицяГалицька, 35 ",49.5593214,25.6054107
